Id_Jugador;Nombre_Completo;Porcentaje_Fildeo_Regular;Porcentaje_Fildeo_Postemporada;Porcentaje_Fildeo_Postemporada_Predicho;Error_Prediccion
340252;Tyler Anderson;0,9447;1,0;0,9421516536380036;0,05784834636199643
340256;Robert Andino;0,9767;1,0;0,9741516536380036;0,0258483463619964
340268;Ivy Andrews;0,9577;1,0;0,9551516536380036;0,044848346361996416
340275;Mike Andrews;0,9734;0,8333;0,9708516536380036;-0,1375516536380036
340284;Elvis Andrus;0,9734;0,9556;0,9708516536380036;-0,015251653638003626
340287;Joaquin Andujar;0,9147;0,625;0,9121516536380035;-0,28715165363800355
340289;Miguel Andujar;0,9639;0,8889;0,9613516536380036;-0,07245165363800354
340304;Johnny Antonelli;0,9517;1,0;0,9491516536380036;0,05084834636199642
340308;Luis Aparicio;0,9717;0,9556;0,9691516536380036;-0,013551653638003591
340313;Kevin Appier;0,9727;1,0;0,9701516536380036;0,029848346361996403
340335;Jimmy Archer;0,9717;1,0;0,9691516536380036;0,030848346361996404
340341;Orlando Arcia;0,9746;0,975;0,9720516536380036;0,002948346361996368
340348;Nolan Arenado;0,9729;1,0;0,9703516536380036;0,029648346361996425
340354;Gabriel Arias;0,9701;1,0;0,9675516536380036;0,03244834636199645
340356;Joaquin Arias;0,9752;0,8571;0,9726516536380035;-0,11555165363800357
340376;Buddy Armour;0,9421;0,7083;0,9395516536380036;-0,2312516536380036
340399;Luis Arraez;0,9911;1,0;0,9885516536380036;0,011448346361996431
340400;Jose Arredondo;0,9744;1,0;0,9718516536380036;0,028148346361996368
340401;Jake Arrieta;0,9264;1,0;0,9238516536380036;0,07614834636199641
340405;Bronson Arroyo;0,9715;0,8;0,9689516536380036;-0,16895165363800357
340406;Christian Arroyo;0,9884;1,0;0,9858516536380035;0,014148346361996467
340408;Luis Arroyo;0,9222;0,6667;0,9196516536380036;-0,25295165363800365
340426;Aaron Ashby;0,9394;1,0;0,9368516536380036;0,0631483463619964
340427;Alan Ashby;0,9856;1,0;0,9830516536380036;0,01694834636199638
340428;Andy Ashby;0,973;1,0;0,9704516536380036;0,029548346361996436
340443;Paul Assenmacher;0,9863;1,0;0,9837516536380035;0,016248346361996457
340445;Pedro Astacio;0,9718;1,0;0,9692516536380036;0,030748346361996415
340460;Garrett Atkins;0,9689;1,0;0,9663516536380036;0,03364834636199643
340481;Elden Auker;0,9667;1,0;0,9641516536380036;0,03584834636199641
340485;Rich Aurilia;0,9765;0,9677;0,9739516536380036;-0,006251653638003618
340487;Brad Ausmus;0,9942;1,0;0,9916516536380036;0,00834834636199644
340509;Steve Avery;0,9656;1,0;0,9630516536380036;0,0369483463619964
340511;Alex Avila;0,9946;1,0;0,9920516536380036;0,007948346361996372
340512;Bobby Avila;0,9778;1,0;0,9752516536380036;0,02474834636199641
340513;Luis Avilan;0,9565;1,0;0,9539516536380036;0,046048346361996395
340522;John Axford;0,9277;1,0;0,9251516536380036;0,07484834636199644
340525;Luis Ayala;0,9935;1,0;0,9909516536380036;0,009048346361996362
340526;Erick Aybar;0,9733;0,9868;0,9707516536380036;0,01604834636199637
340528;Willy Aybar;0,9724;1,0;0,9698516536380036;0,03014834636199637
340546;Brandon Backe;0,9904;1,0;0,9878516536380035;0,012148346361996465
340549;Wally Backman;0,9754;0,975;0,9728516536380036;0,002148346361996345
340564;Carlos Baerga;0,9732;0,9773;0,9706516536380035;0,0066483463619964045
340567;Javier Baez;0,9669;0,9553;0,9643516536380036;-0,009051653638003532
340572;Pedro Baez;0,8649;0,6667;0,8623516536380036;-0,19565165363800363
340575;Jim Bagby;0,9616;0,8333;0,9590516536380036;-0,12575165363800356
340576;Jim Bagby;0,9564;1,0;0,9538516536380036;0,046148346361996384
340578;Jeff Bagwell;0,9933;0,9875;0,9907516536380035;-0,0032516536380035044
340579;Stan Bahnsen;0,942;1,0;0,9394516536380035;0,060548346361996463
340592;Ed Bailey;0,9861;1,0;0,9835516536380036;0,016448346361996435
340597;Homer Bailey;0,9613;1,0;0,9587516536380036;0,04124834636199637
340608;Bob Bailor;0,9739;1,0;0,9713516536380036;0,028648346361996424
340615;Doug Bair;0,9559;1,0;0,9533516536380036;0,04664834636199644
340621;Bill Baker;0,9828;0,875;0,9802516536380036;-0,1052516536380036
340633;Floyd Baker;0,9735;1,0;0,9709516536380036;0,02904834636199638
340634;Home Run Baker;0,9428;0,9419;0,9402516536380036;0,0016483463619964
340636;Frank Baker;0,9474;0,6667;0,9448516536380036;-0,27815165363800365
340638;Gene Baker;0,9607;1,0;0,9581516536380036;0,041848346361996414
340658;Paul Bako;0,9897;0,987;0,9871516536380036;-0,00015165363800362375
340662;Steve Balboni;0,9894;0,9831;0,9868516536380035;-0,0037516536380035603
340675;James Baldwin;0,9363;1,0;0,9337516536380036;0,06624834636199639
340689;Grant Balfour;0,9841;1,0;0,9815516536380036;0,018448346361996437
340707;Dave Bancroft;0,9442;0,975;0,9416516536380036;0,03334834636199635
340709;Anthony Banda;0,9231;1,0;0,9205516536380036;0,07944834636199638
340711;Sal Bando;0,9599;0,9771;0,9573516536380036;0,019748346361996405
340719;Sam Bankhead;0,9594;0,9276;0,9568516536380036;-0,02925165363800364
340741;Jack Banta;0,9362;1,0;0,9336516536380036;0,06634834636199638
340747;Rod Barajas;0,993;1,0;0,9904516536380036;0,009548346361996418
340771;Daniel Bard;0,8904;1,0;0,8878516536380036;0,11214834636199644
340773;Josh Bard;0,9916;1,0;0,9890516536380036;0,010948346361996375
340778;Josh Barfield;0,9822;1,0;0,9796516536380036;0,02034834636199645
340781;Addison Barger;0,9612;0,9286;0,9586516536380036;-0,03005165363800366
340804;Clint Barmes;0,974;0,96;0,9714516536380036;-0,0114516536380036
340807;Austin Barnes;0,9919;0,9968;0,9893516536380036;0,007448346361996427
340814;Darwin Barney;0,9862;1,0;0,9836516536380036;0,016348346361996446
340824;Jesse Barnes;0,9758;1,0;0,9732516536380036;0,02674834636199641
340826;John Barnes;0,9788;1,0;0,9762516536380036;0,02374834636199641
340830;Matt Barnes;0,9815;1,0;0,9789516536380036;0,021048346361996373
340833;Rex Barney;0,914;0,75;0,9114516536380036;-0,16145165363800362
340841;Virgil Barnes;0,9624;1,0;0,9598516536380036;0,04014834636199638
340844;Dave Barnhill;0,9684;1,0;0,9658516536380036;0,03414834636199637
340849;Tucker Barnhart;0,9965;1,0;0,9939516536380036;0,0060483463619963596
340856;Salome Barojas;0,981;1,0;0,9784516536380036;0,02154834636199643
340866;Aaron Barrett;0,7857;1,0;0,7831516536380035;0,21684834636199646
340878;Marty Barrett;0,9861;1,0;0,9835516536380036;0,016448346361996435
340903;Jack Barry;0,9437;0,9469;0,9411516536380036;0,005748346361996393
340909;Dick Bartell;0,9546;0,9315;0,9520516536380036;-0,020551653638003597
340921;Jason Bartlett;0,968;0,9604;0,9654516536380036;-0,005051653638003528
340927;Daric Barton;0,9922;1,0;0,9896516536380036;0,010348346361996441
340951;Pepper Bassett;0,9756;1,0;0,9730516536380036;0,02694834636199639
340953;Chris Bassitt;0,9577;1,0;0,9551516536380036;0,044848346361996416
340974;Jason Bates;0,9779;1,0;0,9753516536380036;0,02464834636199642
340980;Kim Batiste;0,9285;0,6;0,9259516536380036;-0,3259516536380036
340981;Miguel Batista;0,9537;0,8334;0,9511516536380036;-0,11775165363800355
340987;Earl Battey;0,9898;1,0;0,9872516536380036;0,012748346361996399
340995;Ray Battle;0,9195;1,0;0,9169516536380036;0,08304834636199643
341003;Jake Bauers;0,9915;1,0;0,9889516536380036;0,011048346361996364
341007;Trevor Bauer;0,9676;0,6;0,9650516536380036;-0,3650516536380036
341044;Eduard Bazardo;1,0;1,0;0,9974516536380036;0,002548346361996412
341066;Dave Beard;0,9318;1,0;0,9292516536380035;0,07074834636199645
341067;Gene Bearden;0,9385;1,0;0,9359516536380036;0,06404834636199641
341084;Jim Beattie;0,9685;1,0;0,9659516536380036;0,034048346361996384
341085;Matt Beaty;0,9874;0,96;0,9848516536380036;-0,02485165363800368
341091;Johnny Beazley;0,9794;0,75;0,9768516536380036;-0,22685165363800364
341106;Josh Beckett;0,9489;0,9286;0,9463516536380036;-0,017751653638003573
341121;Rod Beck;0,9712;1,0;0,9686516536380035;0,03134834636199646
341131;Hugh Bedient;0,9409;1,0;0,9383516536380035;0,06164834636199645
341135;Steve Bedrosian;0,949;1,0;0,9464516536380035;0,05354834636199646
341158;Hank Behrman;0,9405;1,0;0,9379516536380036;0,06204834636199641
341163;Mark Belanger;0,9768;0,9687;0,9742516536380036;-0,005551653638003584
341166;Tim Belcher;0,9604;1,0;0,9578516536380036;0,04214834636199638
341171;Stan Belinda;0,9643;1,0;0,9617516536380036;0,038248346361996366
341172;Matt Belisle;0,9577;1,0;0,9551516536380036;0,044848346361996416
341173;Ronald Belisario;0,9487;1,0;0,9461516536380036;0,053848346361996424
341177;Andrew Bellatti;0,7;1,0;0,6974516536380035;0,30254834636199646
341186;Cliff Bell;0,943;1,0;0,9404516536380035;0,05954834636199646
341188;David Bell;0,9652;0,9546;0,9626516536380035;-0,00805165363800353
341196;Gary Bell;0,9632;1,0;0,9606516536380035;0,03934834636199647
341201;Herman Bell;0,9783;1,0;0,9757516536380035;0,024248346361996465
341202;Herman Bell;0,9012;1,0;0,8986516536380036;0,10134834636199641
341203;Mark Bellhorn;0,9728;0,9815;0,9702516536380036;0,011248346361996453
341204;Clay Bellinger;0,9768;1,0;0,9742516536380036;0,02574834636199641
341205;Cody Bellinger;0,9926;0,9941;0,9900516536380036;0,004048346361996358
341206;Rafael Belliard;0,9771;0,9623;0,9745516536380036;-0,012251653638003512
341207;Ronnie Belliard;0,9794;0,9818;0,9768516536380036;0,00494834636199637
341208;Jay Bell;0,9756;0,964;0,9730516536380036;-0,009051653638003643
341212;Josh Bell;0,9909;1,0;0,9883516536380036;0,011648346361996409
341217;Les Bell;0,9364;0,9231;0,9338516536380036;-0,010751653638003567
341232;William Bell;0,9745;0,9678;0,9719516536380036;-0,004151653638003627
341236;Brandon Belt;0,9933;1,0;0,9907516536380035;0,009248346361996451
341237;Adrian Beltre;0,9596;0,9863;0,9570516536380036;0,029248346361996358
341248;Johnny Bench;0,9872;0,9934;0,9846516536380036;0,008748346361996395
341250;Charles Bender;0,9468;1,0;0,9442516536380036;0,05574834636199644
341252;Bruce Benedict;0,9899;1,0;0,9873516536380036;0,01264834636199641
341253;Alan Benes;0,9595;1,0;0,9569516536380036;0,04304834636199639
341254;Andy Benes;0,9754;1,0;0,9728516536380036;0,027148346361996367
341257;Benny Bengough;0,9878;1,0;0,9852516536380036;0,0147483463619964
341260;Armando Benitez;0,9103;1,0;0,9077516536380036;0,09224834636199641
341263;Mike Benjamin;0,9825;1,0;0,9799516536380036;0,020048346361996372
341275;Gary Bennett;0,9913;1,0;0,9887516536380035;0,011248346361996453
341287;Joaquin Benoit;0,9724;1,0;0,9698516536380036;0,03014834636199637
341296;Jack Bentley;0,9816;1,0;0,9790516536380036;0,020948346361996384
341297;Al Benton;0,9387;1,0;0,9361516536380036;0,06384834636199643
341301;Rube Benton;0,963;1,0;0,9604516536380036;0,039548346361996445
341304;Todd Benzinger;0,9941;1,0;0,9915516536380036;0,008448346361996428
341334;Dave Bergman;0,991;0,9792;0,9884516536380036;-0,00925165363800362
341343;Lance Berkman;0,9908;1,0;0,9882516536380036;0,011748346361996398
341366;Yogi Berra;0,9877;0,9892;0,9851516536380036;0,004048346361996358
341368;Jose Berrios;0,9522;1,0;0,9496516536380036;0,050348346361996366
341369;Angel Berroa;0,9646;1,0;0,9620516536380036;0,0379483463619964
341378;Damon Berryhill;0,988;1,0;0,9854516536380036;0,014548346361996423
341386;Sean Berry;0,9498;0,6667;0,9472516536380036;-0,2805516536380036
341393;Jon Berti;0,9737;0,9783;0,9711516536380036;0,007148346361996349
341400;Don Bessent;0,9762;1,0;0,9736516536380035;0,026348346361996455
341407;Yuniesky Betancourt;0,9712;0,9608;0,9686516536380035;-0,007851653638003553
341409;Wilson Betemit;0,9572;0,9;0,9546516536380036;-0,05465165363800362
341410;Christian Bethancourt;0,9916;1,0;0,9890516536380036;0,010948346361996375
341420;Mookie Betts;0,9866;0,9872;0,9840516536380036;0,003148346361996346
341424;Bill Bevens;0,9318;1,0;0,9292516536380035;0,07074834636199645
341433;Joe Biagini;0,875;1,0;0,8724516536380036;0,1275483463619964
341434;Buddy Biancalana;0,9519;1,0;0,9493516536380036;0,050648346361996444
341438;Rainey Bibbs;0,9421;0,9167;0,9395516536380036;-0,022851653638003677
341439;Jim Bibby;0,9383;1,0;0,9357516536380036;0,06424834636199639
341440;Tanner Bibee;0,9616;1,0;0,9590516536380036;0,0409483463619964
341442;Bo Bichette;0,9656;0,88;0,9630516536380036;-0,0830516536380036
341452;Shane Bieber;0,9769;1,0;0,9743516536380036;0,02564834636199642
341455;Mike Bielecki;0,9698;1,0;0,9672516536380036;0,03274834636199642
341467;Cavan Biggio;0,9816;1,0;0,9790516536380036;0,020948346361996384
341468;Craig Biggio;0,9846;0,9854;0,9820516536380036;0,003348346361996435
341482;Jack Billingham;0,9656;1,0;0,9630516536380036;0,0369483463619964
341494;Doug Bird;0,9776;0,5;0,9750516536380036;-0,4750516536380036
341497;Greg Bird;0,9978;1,0;0,9952516536380036;0,004748346361996392
341520;Max Bishop;0,9764;1,0;0,9738516536380036;0,026148346361996366
341534;Ty Blach;0,9832;1,0;0,9806516536380036;0,01934834636199645
341541;Buddy Black;0,9716;0,8889;0,9690516536380036;-0,08015165363800358
341550;Ewell Blackwell;0,9495;1,0;0,9469516536380036;0,0530483463619964
341559;Joe Black;0,9116;1,0;0,9090516536380036;0,09094834636199645
341562;Nick Blackburn;0,9736;1,0;0,9710516536380036;0,02894834636199639
341583;Paul Blair;0,9874;1,0;0,9848516536380036;0,015148346361996357
341587;Casey Blake;0,9651;0,9733;0,9625516536380035;0,010748346361996508
341589;Frank Blake;0,9623;0,875;0,9597516536380036;-0,08475165363800363
341598;Carlos Blanco;0,9901;1,0;0,9875516536380036;0,012448346361996432
341604;Henry Blanco;0,9939;0,9714;0,9913516536380036;-0,019951653638003553
341605;Heberto Blanco;0,9391;1,0;0,9365516536380036;0,06344834636199637
341606;Johnny Blanchard;0,9819;1,0;0,9793516536380036;0,020648346361996417
341622;Lance Blankenship;0,9847;0,9286;0,9821516536380036;-0,05355165363800363
341627;Joe Blanton;0,9539;1,0;0,9513516536380036;0,04864834636199644
341629;Don Blasingame;0,9775;1,0;0,9749516536380036;0,025048346361996376
341631;Steve Blass;0,9604;1,0;0,9578516536380036;0,04214834636199638
341636;Jeff Blauser;0,9623;0,9645;0,9597516536380036;0,004748346361996392
341649;Richard Bleier;0,9759;1,0;0,9733516536380036;0,026648346361996422
341654;Jerry Blevins;0,8305;1,0;0,8279516536380036;0,1720483463619964
341672;Willie Bloomquist;0,9775;1,0;0,9749516536380036;0,025048346361996376
341676;Mike Blowers;0,9546;1,0;0,9520516536380036;0,04794834636199641
341679;Ossie Bluege;0,9613;0,9559;0,9587516536380036;-0,0028516536380036595
341683;Vida Blue;0,9668;1,0;0,9642516536380036;0,03574834636199642
341687;Geoff Blum;0,9768;1,0;0,9742516536380036;0,02574834636199641
341688;Bert Blyleven;0,9694;1,0;0,9668516536380036;0,03314834636199637
341696;Willie Bobo;0,9761;0,961;0,9735516536380036;-0,01255165363800359
341702;Bruce Bochy;0,979;1,0;0,9764516536380036;0,02354834636199643
341707;Mike Boddicker;0,9502;0,8572;0,9476516536380036;-0,09045165363800367
341713;Brian Boehringer;0,9853;0,0;0,9827516536380035;-0,9827516536380035
341717;Xander Bogaerts;0,9781;0,9863;0,9755516536380036;0,010748346361996397
341719;Tim Bogar;0,9783;1,0;0,9757516536380035;0,024248346361996465
341723;Mitchell Boggs;0,9481;1,0;0,9455516536380036;0,05444834636199636
341726;Wade Boggs;0,9651;0,9796;0,9625516536380035;0,01704834636199648
341731;Alec Bohm;0,9731;0,9588;0,9705516536380036;-0,011751653638003567
341751;Joe Boley;0,9567;0,9743;0,9541516536380036;0,020148346361996472
341768;Jeremy Bonderman;0,9189;1,0;0,9163516536380036;0,08364834636199636
341771;Ted Bond;0,9533;1,0;0,9507516536380036;0,049248346361996376
341781;Tiny Bonham;0,9661;1,0;0,9635516536380035;0,03644834636199645
341785;Bobby Bonilla;0,9553;0,9649;0,9527516536380036;0,012148346361996354
341796;Boof Bonser;0,9241;1,0;0,9215516536380036;0,07844834636199638
341801;Greg Booker;0,9452;1,0;0,9426516536380036;0,05734834636199637
341807;Aaron Boone;0,9605;0,8913;0,9579516536380036;-0,06665165363800363
341809;Bob Boone;0,9856;0,9951;0,9830516536380036;0,012048346361996365
341810;Bret Boone;0,9857;0,9927;0,9831516536380036;0,009548346361996418
341829;Pedro Borbon;0,9279;1,0;0,9253516536380035;0,07464834636199646
341836;Pat Borders;0,9873;0,9801;0,9847516536380035;-0,004651653638003572
341837;Mike Bordick;0,9824;0,9915;0,9798516536380036;0,011648346361996409
341851;Hank Borowy;0,9753;1,0;0,9727516536380035;0,027248346361996467
341852;Joe Borowski;0,9747;1,0;0,9721516536380036;0,0278483463619964
341861;Chris Bosio;0,9632;1,0;0,9606516536380035;0,03934834636199647
341878;Dave Boswell;0,9598;1,0;0,9572516536380036;0,042748346361996425
341879;Ken Boswell;0,9752;0,8571;0,9726516536380035;-0,11555165363800357
341880;David Bote;0,9675;1,0;0,9649516536380036;0,035048346361996385
341886;Jim Bottomley;0,9885;0,9959;0,9859516536380036;0,009948346361996374
341894;Lou Boudreau;0,9725;1,0;0,9699516536380036;0,03004834636199638
341905;Pat Bourque;0,985;1,0;0,9824516536380036;0,017548346361996425
341907;Jim Bouton;0,9507;1,0;0,9481516536380036;0,05184834636199642
341909;Larry Bowa;0,9797;0,9852;0,9771516536380036;0,008048346361996361
341918;Rob Bowen;0,9864;1,0;0,9838516536380036;0,016148346361996357
341948;Ernie Bowman;0,9547;1,0;0,9521516536380036;0,04784834636199642
341967;Matt Boyd;0,924;1,0;0,9214516536380036;0,07854834636199637
341968;Oil Can Boyd;0,9663;1,0;0,9637516536380036;0,036248346361996364
341973;Clete Boyer;0,9665;0,9439;0,9639516536380036;-0,020051653638003653
341974;Ken Boyer;0,9571;0,9615;0,9545516536380035;0,0069483463619964825
341986;Brad Brach;0,9053;1,0;0,9027516536380036;0,09724834636199642
341989;Doc Bracken;1,0;1,0;0,9974516536380036;0,002548346361996412
341999;Chad Bradford;0,9589;1,0;0,9563516536380036;0,04364834636199644
342002;Cody Bradford;0,9412;1,0;0,9386516536380036;0,061348346361996375
342008;Archie Bradley;0,9678;1,0;0,9652516536380036;0,03474834636199642
342014;Frank Bradley;0,9375;0,5;0,9349516536380036;-0,4349516536380036
342064;Ralph Branca;0,9526;1,0;0,9500516536380036;0,04994834636199641
342073;Slim Branham;0,936;1,0;0,9334516536380036;0,06654834636199636
342078;Jeff Branson;0,9671;1,0;0,9645516536380035;0,03544834636199645
342079;Kitty Bransfield;0,9828;0,9667;0,9802516536380036;-0,013551653638003591
342081;Jeff Brantley;0,9771;1,0;0,9745516536380036;0,025448346361996443
342086;Russell Branyan;0,9776;0,9231;0,9750516536380036;-0,05195165363800358
342088;Matt Brash;0,9688;1,0;0,9662516536380036;0,03374834636199642
342090;Ryan Brasier;0,9388;1,0;0,9362516536380036;0,06374834636199644
342101;Bill Bray;0,8966;1,0;0,8940516536380035;0,10594834636199646
342103;James Bray;0,9494;1,0;0,9468516536380036;0,05314834636199639
342109;Al Brazle;0,9618;1,0;0,9592516536380036;0,040748346361996424
342114;Sid Bream;0,9917;0,9956;0,9891516536380036;0,0064483463619964265
342117;Harry Brecheen;0,9827;1,0;0,9801516536380036;0,019848346361996394
342124;Alex Bregman;0,9685;0,9667;0,9659516536380036;0,0007483463619963882
342128;Eugene Bremer;0,9734;1,0;0,9708516536380036;0,02914834636199637
342131;Bob Brenly;0,9815;1,0;0,9789516536380036;0,021048346361996373
342145;Craig Breslow;0,9512;0,5;0,9486516536380036;-0,44865165363800363
342146;Roger Bresnahan;0,9645;0,9722;0,9619516536380036;0,010248346361996341
342150;George Brett;0,9701;0,9209;0,9675516536380036;-0,0466516536380035
342152;Ken Brett;0,9658;1,0;0,9632516536380036;0,03674834636199642
342154;Marv Breuer;0,94;0,5;0,9374516536380035;-0,43745165363800353
342157;Chet Brewer;0,9728;1,0;0,9702516536380036;0,029748346361996414
342179;Marshall Bridges;0,9583;1,0;0,9557516536380036;0,04424834636199637
342181;Tommy Bridges;0,9623;1,0;0,9597516536380036;0,04024834636199637
342198;Reid Brignac;0,975;1,0;0,9724516536380036;0,027548346361996434
342200;Nelson Briles;0,9657;1,0;0,9631516536380036;0,03684834636199641
342206;Ed Brinkman;0,97;1,0;0,9674516536380036;0,03254834636199644
342232;John Britton;0,9385;0,7805;0,9359516536380036;-0,15545165363800362
342233;Zack Britton;0,9543;1,0;0,9517516536380036;0,048248346361996375
342242;Greg Brock;0,9939;1,0;0,9913516536380036;0,008648346361996406
342255;Troy Brohawn;1,0;1,0;0,9974516536380036;0,002548346361996412
342265;Ameal Brooks;0,9396;1,0;0,9370516536380036;0,06294834636199642
342273;Jess Brooks;0,8867;0,8333;0,8841516536380036;-0,05085165363800359
342277;Tom Brookens;0,9504;0,9583;0,9478516536380036;0,01044834636199643
342281;Scott Brosius;0,9623;0,96;0,9597516536380036;0,0002483463619963322
342285;Mike Brosseau;0,9688;0,9412;0,9662516536380036;-0,025051653638003546
342297;Jim Brower;0,9664;1,0;0,9638516536380036;0,036148346361996375
342320;Bobby Brown;0,9473;0,9412;0,9447516536380036;-0,0035516536380035824
342362;George Brown;0,9524;0,8333;0,9498516536380036;-0,11655165363800357
342366;Hunter Brown;0,9747;1,0;0,9721516536380036;0,0278483463619964
342367;Ike Brown;0,9686;1,0;0,9660516536380036;0,033948346361996395
342374;Jerry Browne;0,9728;1,0;0,9702516536380036;0,029748346361996414
342379;Jimmy Brown;0,9586;0,88;0,9560516536380036;-0,07605165363800359
342380;Jim Brown;0,9739;0,9737;0,9713516536380036;0,002348346361996434
342389;Kevin Brown;0,951;1,0;0,9484516536380035;0,051548346361996455
342394;Larry Brown;0,9826;0,9766;0,9800516536380036;-0,0034516536380035934
342409;Mordecai Brown;0,9658;0,9375;0,9632516536380036;-0,02575165363800358
